id,Покупательская_активность,Тип_сервиса,Разрешить_сообщать,Маркет_актив_6_мес,Маркет_актив_тек_мес,Длительность,Акционные_покупки,Популярная_категория,Средний_просмотр_категорий_за_визит,Неоплаченные_продукты_штук_квартал,Ошибка_сервиса,Страниц_за_визит,Выручка_позапрошлая,Выручка_прошлая,Выручка_текущая,Активность,"Время_прошлый,мин","Время_текущий,мин"
215882,Прежний уровень,стандарт,да,4.2,4,260,0.17,Мелкая бытовая техника и электроника,3,2,5,13,5226.0,6127.5,7038.8,Активен,15,14
215883,Прежний уровень,стандарт,да,4.0,4,852,0.13,Товары для детей,3,0,6,7,5303.0,5173.0,5416.1,Активен,18,6
215884,Прежний уровень,стандарт,да,4.3,5,997,0.17,Мелкая бытовая техника и электроника,5,1,3,11,4626.0,4113.0,3798.4,Активен,13,10
215885,Прежний уровень,стандарт,да,5.5,4,625,0.16,Косметика и аксесуары,3,3,7,5,5326.0,5150.5,5128.4,Активен,13,14
215886,Прежний уровень,стандарт,да,4.2,4,187,0.17,Мелкая бытовая техника и электроника,5,3,3,14,4741.0,5035.0,5419.8,Активен,11,16
215887,Прежний уровень,стандарт,нет,4.6,4,213,0.24,Домашний текстиль,6,3,9,11,4538.0,4829.0,5211.2,Активен,17,16
215888,Прежний уровень,стандарт,нет,5.2,3,228,0.11,Техника для красоты и здоровья,6,1,2,5,4876.0,5252.0,5055.7,Активен,19,16
215889,Прежний уровень,премиум,да,5.5,4,602,0.18,Товары для детей,2,3,6,11,5315.0,4541.0,5341.8,Активен,18,18
215890,Прежний уровень,стандарт,да,4.4,5,870,0.3,Мелкая бытовая техника и электроника,6,2,3,15,4859.0,4853.0,4977.8,Активен,11,12
215891,Прежний уровень,стандарт,да,4.8,4,795,0.21,Домашний текстиль,4,5,7,16,5086.0,4477.0,4079.2,Активен,15,19
215892,Прежний уровень,стандарт,да,5.8,4,442,0.17,Мелкая бытовая техника и электроника,3,3,3,6,5124.0,6274.5,7401.6,Активен,11,13
215893,Прежний уровень,стандарт,нет,4.4,4,639,0.13,Мелкая бытовая техника и электроника,2,4,2,10,5016.0,4936.5,4997.6,Активен,22,14
215894,Снизилась,стандарт,да,3.6,4,785,0.3,Мелкая бытовая техника и электроника,2,1,3,11,5236.0,6149.0,5487.3,Активен,18,22
215895,Снизилась,стандарт,нет,4.4,5,517,0.23,Товары для детей,1,2,5,11,4382.0,3130.0,4345.5,Активен,11,12
215896,Снизилась,стандарт,нет,4.3,4,460,0.16,Техника для красоты и здоровья,2,1,3,6,4822.0,4828.0,4952.8,Активен,13,9
215897,Снизилась,стандарт,да,3.9,4,627,0.24,Товары для детей,3,3,7,8,4460.0,5004.5,5606.4,Активен,17,12
215898,Снизилась,стандарт,да,5.5,4,703,0.14,Мелкая бытовая техника и электроника,2,1,3,7,4346.0,3428.0,4353.6,Активен,18,11
215899,Снизилась,стандарт,нет,5.0,4,136,0.27,Товары для детей,3,4,4,17,5230.0,4998.0,5329.5,Активен,11,18
215900,Снизилась,стандарт,да,4.8,4,907,0.3,Косметика и аксесуары,2,1,1,6,5241.0,5005.5,4931.4,Активен,13,14
215901,Снизилась,стандарт,нет,3.9,5,600,0.17,Домашний текстиль,1,7,4,10,5047.0,4606.0,4353.8,Активен,18,20
215902,Снизилась,стандарт,да,3.3,3,871,0.2,Техника для красоты и здоровья,2,4,2,17,4818.0,5439.0,6107.2,Активен,17,8
215903,Снизилась,стандарт,да,5.6,5,574,0.28,Домашний текстиль,3,2,3,9,4483.0,4502.0,4615.1,Активен,16,6
215904,Снизилась,премиум,да,5.5,5,982,0.94,Мелкая бытовая техника и электроника,3,1,8,10,5204.0,5118.5,5174.4,Активен,18,19
215905,Снизилась,стандарт,да,4.3,4,324,0.14,Техника для красоты и здоровья,2,7,4,4,5160.0,5314.0,5310.1,Активен,18,20
215906,Снизилась,стандарт,да,5.2,5,373,0.14,Домашний текстиль,1,4,3,8,5102.0,4751.0,4576.8,Активен,13,14
215907,Снизилась,стандарт,да,6.6,3,839,0.24,Косметика и аксесуары,3,3,4,15,4779.0,4830.0,4915.8,Активен,14,11
215908,Снизилась,премиум,нет,4.0,4,845,0.12,Домашний текстиль,2,7,6,5,4933.0,4396.0,4991.4,Активен,10,12
215909,Снизилась,премиум,да,4.9,4,475,0.94,Косметика и аксесуары,2,3,5,10,4566.0,4496.0,4687.1,Активен,19,14
215910,Снизилась,стандарт,нет,3.9,3,509,0.95,Косметика и аксесуары,2,6,4,5,4874.0,5360.0,5911.2,Активен,11,17
215911,Снизилась,стандарт,нет,5.4,4,252,0.25,Косметика и аксесуары,3,4,5,11,5068.0,4597.0,4318.8,Активен,18,14
215912,Снизилась,премиум,да,3.3,3,835,0.26,Товары для детей,4,2,4,9,4914.0,5356.5,5870.0,Активен,12,13
215913,Снизилась,стандарт,нет,4.0,4,243,0.21,Косметика и аксесуары,2,2,6,13,4995.0,4640.0,5078.1,Активен,16,12
215914,Снизилась,стандарт,да,3.6,4,641,0.24,Домашний текстиль,4,5,5,15,5416.0,5642.0,5575.7,Активен,13,15
215915,Снизилась,стандарт,да,4.7,3,684,0.14,Техника для красоты и здоровья,3,4,4,7,4386.0,3378.0,4381.6,Активен,15,16
215916,Снизилась,премиум,да,4.3,3,881,0.16,Техника для красоты и здоровья,2,2,5,11,4714.0,4708.0,4832.8,Активен,18,12
215917,Снизилась,стандарт,да,4.0,3,786,0.13,Домашний текстиль,2,2,4,12,4549.0,3529.0,4543.0,Активен,10,14
215918,Снизилась,стандарт,нет,4.7,4,658,0.13,Домашний текстиль,3,1,5,10,4417.0,4147.0,4043.0,Активен,15,16
215919,Снизилась,премиум,да,4.3,3,384,0.21,Мелкая бытовая техника и электроника,2,3,2,4,4940.0,4791.5,4792.8,Активен,17,17
215920,Снизилась,стандарт,нет,5.3,4,585,0.21,Кухонная посуда,2,1,5,12,4733.0,4547.0,4838.2,Активен,14,11
215921,Снизилась,стандарт,нет,3.6,3,744,0.17,Товары для детей,2,1,4,15,5208.0,4618.5,4237.6,Активен,20,12
215922,Снизилась,стандарт,да,4.1,5,846,0.15,Косметика и аксесуары,4,3,1,9,4833.0,5454.0,6122.2,Активен,14,9
215923,Снизилась,премиум,да,3.8,3,724,0.26,Косметика и аксесуары,1,0,4,13,4853.0,4602.5,4515.4,Активен,11,14
215924,Снизилась,стандарт,нет,3.6,4,826,0.3,Товары для детей,2,0,1,12,4809.0,5130.0,5538.2,Активен,13,14
215925,Снизилась,стандарт,нет,4.9,4,450,0.27,Мелкая бытовая техника и электроника,2,2,4,13,5028.0,4458.0,4094.0,Активен,23,12
215926,Снизилась,премиум,да,4.2,5,439,0.25,Товары для детей,2,1,4,5,5138.0,5616.0,5331.3,Активен,18,12
215927,Снизилась,стандарт,да,5.2,4,801,0.99,Кухонная посуда,2,1,4,9,4798.0,5108.0,4968.9,Активен,17,9
215928,Снизилась,стандарт,да,5.2,4,586,0.16,Домашний текстиль,2,4,3,18,5568.0,5653.5,5857.6,Активен,18,12
215929,Снизилась,премиум,да,4.0,4,599,0.15,Товары для детей,2,8,4,7,4983.0,5481.0,6042.6,Активен,15,19
215930,Снизилась,премиум,да,5.5,5,1025,0.11,Домашний текстиль,1,4,5,12,4493.0,4273.0,4594.1,Активен,12,21
215931,Снизилась,стандарт,нет,4.9,4,302,0.19,Кухонная посуда,1,5,3,7,5263.0,5665.0,6143.4,Активен,11,9
215932,Снизилась,стандарт,нет,5.3,4,238,0.28,Товары для детей,1,5,2,4,4445.0,3350.0,4429.0,Активен,11,6
215933,Снизилась,стандарт,да,4.6,4,316,0.95,Косметика и аксесуары,2,5,6,13,5532.0,6102.0,6726.0,Активен,11,10
215934,Снизилась,стандарт,нет,5.5,4,147,0.99,Мелкая бытовая техника и электроника,1,2,3,7,4451.0,5090.0,5773.8,Активен,15,18
215935,Снизилась,стандарт,да,5.3,4,352,0.13,Товары для детей,1,7,3,10,5274.0,5371.5,5586.0,Активен,15,19
215936,Снизилась,стандарт,да,3.9,3,567,0.24,Техника для красоты и здоровья,2,4,7,7,4763.0,5288.0,5873.0,Активен,17,17
215937,Снизилась,премиум,да,4.1,5,744,0.16,Косметика и аксесуары,1,2,5,11,4545.0,4743.0,5044.6,Активен,10,16
215938,Снизилась,стандарт,да,5.2,3,591,0.18,Техника для красоты и здоровья,2,1,4,17,4439.0,5922.5,7338.2,Активен,15,13
215939,Снизилась,стандарт,да,2.6,3,966,0.21,Товары для детей,3,1,6,9,5509.0,4709.5,4146.6,Активен,15,22
215940,Снизилась,премиум,да,5.7,5,903,0.99,Косметика и аксесуары,2,8,6,12,4691.0,4525.0,4799.3,Активен,13,18
215941,Снизилась,стандарт,да,3.3,5,157,0.13,Домашний текстиль,3,6,5,11,5118.0,4701.0,5192.4,Активен,21,18
215942,Прежний уровень,премиум,да,4.1,4,575,0.25,Техника для красоты и здоровья,5,3,5,13,4629.0,4139.0,3843.9,Активен,15,19
215943,Прежний уровень,стандарт,нет,3.3,5,129,0.24,Техника для красоты и здоровья,4,1,3,8,4919.0,4423.0,4983.3,Активен,15,14
215944,Прежний уровень,стандарт,нет,4.1,4,497,0.28,Техника для красоты и здоровья,3,1,5,15,5216.0,5804.0,5424.4,Активен,19,16
215945,Прежний уровень,премиум,да,4.0,3,1007,0.23,Кухонная посуда,2,3,6,7,5004.0,4420.5,4044.8,Активен,19,23
215946,Прежний уровень,стандарт,да,5.5,4,551,0.3,Косметика и аксесуары,5,5,4,6,4473.0,5343.0,6227.0,Активен,14,14
215947,Прежний уровень,премиум,да,3.5,4,436,0.19,Домашний текстиль,5,2,1,19,5193.0,4860.0,4701.4,Активен,14,13
215948,Прежний уровень,стандарт,да,5.5,4,829,0.18,Товары для детей,3,0,5,5,4962.0,3992.0,4963.1,Активен,12,12
215949,Прежний уровень,стандарт,да,3.6,5,928,0.12,Домашний текстиль,6,0,6,8,5396.0,6057.5,6760.8,Активен,12,18
215950,Прежний уровень,стандарт,да,3.9,5,827,0.25,Мелкая бытовая техника и электроника,6,1,4,8,4415.0,5124.5,5869.4,Активен,11,13
215951,Прежний уровень,стандарт,да,5.5,3,473,0.13,Домашний текстиль,6,1,3,10,4667.0,4721.0,4897.8,Активен,13,18
215952,Прежний уровень,стандарт,да,4.9,4,869,0.24,Мелкая бытовая техника и электроника,3,1,4,8,4864.0,5233.0,5682.8,Активен,13,13
215953,Прежний уровень,стандарт,да,4.1,3,681,0.21,Техника для красоты и здоровья,2,2,3,8,4690.0,4838.0,4839.3,Активен,17,16
215954,Прежний уровень,стандарт,да,4.3,3,1039,0.13,Мелкая бытовая техника и электроника,4,0,6,7,4644.0,5578.5,6518.4,Активен,20,20
215955,Прежний уровень,стандарт,да,4.4,5,404,0.21,Товары для детей,5,3,4,12,4777.0,4072.0,4813.0,Активен,13,15
215956,Прежний уровень,стандарт,да,3.2,4,1027,0.14,Товары для детей,3,1,4,13,5277.0,5165.0,5392.5,Активен,17,14
215957,Прежний уровень,стандарт,нет,4.4,4,867,0.28,Косметика и аксесуары,5,0,7,9,5314.0,5276.5,5374.0,Активен,16,21
215958,Прежний уровень,премиум,да,4.0,5,692,0.15,Кухонная посуда,3,2,2,12,4609.0,4448.5,4439.4,Активен,17,13
215959,Прежний уровень,стандарт,да,3.6,3,825,0.2,Домашний текстиль,5,1,4,10,5021.0,5346.5,5758.6,Активен,13,11
215960,Прежний уровень,стандарт,да,5.5,4,724,0.25,Техника для красоты и здоровья,5,3,6,6,4829.0,4561.0,4923.7,Активен,13,8
215961,Прежний уровень,стандарт,нет,3.3,5,544,0.21,Кухонная посуда,2,1,6,6,5261.0,5460.5,5763.4,Активен,12,19
215962,Прежний уровень,премиум,да,5.2,4,899,0.23,Товары для детей,2,4,8,12,4872.0,4917.0,5008.0,Активен,19,12
215963,Прежний уровень,премиум,да,4.6,3,702,0.17,Мелкая бытовая техника и электроника,3,3,5,15,5293.0,5143.0,5143.0,Активен,17,17
215964,Прежний уровень,стандарт,да,5.7,4,228,0.23,Техника для красоты и здоровья,4,0,4,10,5031.0,4725.0,5120.2,Активен,19,11
215965,Прежний уровень,стандарт,нет,5.5,5,512,0.17,Косметика и аксесуары,4,0,5,6,5103.0,5326.5,5650.2,Активен,16,18
